KO	Pathways	Modules
K18584	ko04530,ko04138	NA
K07091	ko02010	M00320
K05243	ko04921	NA
K04727	ko04210,ko04214	NA
K05107	ko04360	NA
K12724	ko00401	NA
K16688	ko04391	NA
K21231	ko00860	NA
K07898	ko04145,ko04137,ko04140,ko05132,ko05146	NA
K11177	ko00230	M00546
K11176	ko00230	M00048
K13837	ko05144	NA
K07891	ko04144	NA
K11179	ko04122	NA
K11178	ko00230	M00546
K07897	ko04144,ko04145,ko05152,ko04140,ko05146,ko05132,ko04138,ko04137	NA
K00322	ko00760	NA
K05948	ko04330,ko00514	NA
K00320	ko00680	M00567
K19763	ko04212	NA
K00326	ko00520	NA
K19765	ko04212	NA
K00324	ko00760	NA
K00325	ko00760	NA
K19768	ko04212,ko04213	NA
K05940	ko04146	NA
K00329	ko00190	NA
K05947	ko00051	NA
K05946	ko05111	NA
K10808	ko00480,ko00240,ko04115,ko00230	M00053
K06943	ko03008	NA
K10374	ko04261,ko04260,ko05410,ko05414	NA
K10807	ko00480,ko00240,ko00230	M00053
K10802	ko04140,ko03410	NA
K06949	ko00730	NA
K10800	ko03410	NA
K10801	ko03410	NA
K16197	ko05169,ko04151,ko04110,ko05161,ko04013,ko04114,ko04212,ko04391,ko04390,ko05203	NA
K12104	ko05120	M00564
K08528	ko05222,ko05200,ko05223	NA
K08524	ko04919,ko05222,ko05223,ko04976,ko04659,ko03320,ko04151,ko04920,ko05160,ko04932,ko05216,ko05200,ko05202	NA
K08525	ko04919,ko05222,ko05223,ko04659,ko03320,ko04920,ko05216,ko05200,ko05202	NA
K08526	ko04919,ko05222,ko05223,ko04659,ko03320,ko04920,ko05216,ko05200,ko05202	NA
K08527	ko04659,ko05200,ko05202,ko05221	NA
K08521	ko04913,ko04080,ko04917,ko04912	NA
K08522	ko04918,ko04923,ko04913,ko04912,ko05320,ko04917,ko04080	NA
K08523	ko05120,ko04912,ko04915,ko04012,ko05219,ko05205	NA
K04564	ko04213,ko05016,ko04146,ko04013,ko04211,ko04212,ko04068	NA
K04565	ko04146,ko04213,ko05020,ko05014,ko05016	NA
K04566	ko00970	M00360
K04567	ko00970	M00360,M00359
K01040	ko00643,ko00650	NA
K19380	ko05162	NA
K19381	ko05162	NA
K19350	ko02010	NA
K14273	ko00040	NA
K14272	ko00250,ko00220,ko00630,ko00710,ko00260	M00171,M00532
K19355	ko00051	NA
K14274	ko00040	NA
K19357	ko00500	NA
K19358	ko05160	NA
K08014	ko04670,ko04024,ko04261,ko04072,ko04015,ko04726,ko04720	NA
K04569	ko05014	NA
K01321	ko04610	NA
K01320	ko04610	NA
K01323	ko04610	NA
K01322	ko04614	NA
K01325	ko04614,ko04961	NA
K01324	ko04610	NA
K18809	ko04624	M00686
K18476	NA	M00668
K01329	ko04614	NA
K01328	ko04610	NA
K19389	ko05164	NA
K05215	ko04080,ko04611,ko04020	NA
K02678	ko04320,ko04014,ko05166,ko04013	NA
K02242	NA	M00429
K17063	ko02010	M00587
K02537	ko04914,ko04113,ko04111,ko04110,ko04114,ko05166	NA
K00811	ko00360,ko00950,ko00220,ko00960,ko00330,ko00250,ko00400,ko00270,ko00350	NA
K00812	ko00360,ko00950,ko00220,ko00960,ko00330,ko00250,ko00401,ko00400,ko00270,ko00350	NA
K00813	ko00360,ko00950,ko00220,ko00960,ko00330,ko00250,ko00401,ko00400,ko00270,ko00350	NA
K00814	ko00250,ko00220,ko00710	M00171
K00815	ko00130,ko00950,ko00960,ko00360,ko00401,ko00400,ko00270,ko00350	M00034,M00025
K00816	ko05204,ko00450,ko00380	NA
K00817	ko00960,ko00360,ko00401,ko00400,ko00340,ko00350	M00026
K00818	ko00220	M00028
K00819	ko00330	NA
K02246	NA	M00429
K02245	NA	M00429
K17062	ko02010	M00587
K12453	ko00520	NA
K02244	NA	M00429
K12452	ko00520	NA
K01499	ko00680	M00567
K01498	ko00740	M00125
K01493	ko00240	M00429
K01492	ko00230	M00048
K01491	ko00720,ko00670	M00377,M00140
K01490	ko00230	NA
K01497	ko02024,ko00740	M00125
K01496	ko00340	M00026
K01495	ko00790	M00126
K01494	ko00240	M00053
K19975	ko02010	M00792
K19974	ko00525	M00814
K05378	ko00196	NA
K05379	ko00196	NA
K19971	ko02010	M00791
K19970	ko00240,ko00760,ko00230	NA
K19973	ko02010	M00792
K19972	ko02010	M00791
K02412	ko02040	NA
K05219	ko04080,ko04020	NA
K05370	ko00860	NA
K05371	ko00860	NA
K19979	ko00525	M00814
K05377	ko00196	NA
K02414	ko02040	NA
K05375	ko00261	M00736
K16681	ko04391,ko04390	NA
K00430	ko00940	NA
K00123	ko00630,ko00680	NA
K13728	ko05100,ko05131,ko04110,ko04914,ko04114	M00293
K18009	ko00650	NA
K13054	ko04114	NA
K13055	ko04114	NA
K13056	ko04114	NA
K13057	ko00500	NA
K18002	ko02025,ko02024,ko00405	NA
K18003	ko02025,ko02024,ko00405	NA
K18000	ko02025,ko02024,ko00405	NA
K18001	ko02025,ko02024,ko00405	NA
K00434	ko00480,ko00053	NA
K00435	ko00860	NA
K06228	ko05217,ko05200,ko04341	M00678
K04605	ko04724,ko04080,ko04072,ko05030	NA
K03239	ko03013	NA
K03238	ko03013	NA
K03231	ko03013,ko05134	NA
K03230	ko03070	M00332,M00542,M00660
K03233	ko05134	NA
K06223	ko03430	NA
K03237	ko05164,ko05162,ko04140,ko04141,ko04210,ko04138,ko04932,ko03013,ko05168,ko05160	NA
K03236	ko03013	NA
K09490	ko04918,ko05020,ko04141,ko03060	NA
K13849	ko05144	NA
K07525	ko04360	NA
K06225	ko04024,ko04360,ko05217,ko05205,ko05200,ko04340,ko04341	M00678
K04604	ko05016,ko04020,ko04080,ko04072,ko04724,ko04540,ko04720,ko04723	NA
K06224	ko04341	M00678
K17608	ko04013	NA
K12897	ko03040	NA
K12896	ko03040,ko05168	NA
K17607	ko04138	NA
K12230	ko04151,ko04662	NA
K12893	ko03040,ko05168	NA
K12892	ko03040,ko05168	NA
K12891	ko03040,ko05168	NA
K12234	ko00680	M00378
K19517	ko00562	NA
K19516	ko00362	M00541
K19515	ko00362	M00541
K19514	ko04614	NA
K04607	ko04724,ko04080,ko04072,ko04742	NA
K04528	ko05010,ko05012	NA
K19518	ko04931	NA
K16223	ko04712	NA
K13942	ko00680	M00567
K13940	ko00790	M00126
K13941	ko00790	M00126
K13946	ko04075	NA
K13739	ko05100	NA
K12097	ko05120	M00564
K12096	ko05120	M00564
K06779	ko04672,ko04514	NA
K12094	ko05120	M00564
K12093	ko05120	M00564
K12092	ko05120	M00564
K12091	ko05120	M00564
K12090	ko05120	M00564
K06771	ko04514	NA
K06770	ko04514	NA
K06775	ko04514	NA
K12098	ko05120	M00564
K13738	ko05100	NA
K14739	ko04978,ko04212	NA
K14349	ko04976	NA
K04955	ko04024	NA
K04957	ko04742,ko04024	NA
K04951	ko04740,ko04024	NA
K04950	ko04740,ko04024	NA
K04953	ko04024	NA
K04952	ko04740,ko04024,ko04022,ko04744	M00694
K04959	ko05010,ko04750,ko04972,ko04022,ko04020,ko04724,ko04540,ko04611,ko04730,ko04971,ko04970,ko04918,ko04371,ko04912,ko05205,ko04915,ko04070,ko04210,ko04114,ko04922,ko04921,ko04728,ko04924,ko04925,ko04621,ko04725,ko04726,ko04720,ko04270,ko04723	NA
K04958	ko05010,ko04750,ko04972,ko04140,ko04022,ko04020,ko04724,ko04540,ko04713,ko04611,ko04730,ko04971,ko04970,ko04918,ko04371,ko05016,ko04912,ko05205,ko04915,ko04070,ko04210,ko04114,ko04745,ko04922,ko04921,ko04728,ko04924,ko04925,ko04621,ko04725,ko04726,ko04720,ko04270,ko04723	NA
K16341	ko04151,ko04932,ko04210,ko05206,ko04068,ko04215	NA
K05668	ko02010	NA
K14341	ko04976	NA
K20337	ko02024	NA
K20336	ko02024	NA
K20335	ko02024	NA
K20334	ko02024	NA
K20333	ko02024	NA
K20332	ko02024	NA
K20331	ko02024	NA
K19084	ko02010,ko02020	M00737,M00731
K14342	ko04976	NA
K20339	ko02024,ko02020	M00812
K20338	ko02024	NA
K16340	ko04151	NA
K11816	ko00380	NA
K16265	ko00460	NA
K16266	ko00460	NA
K11815	NA	M00710
K11540	ko00250,ko00240	M00051
K11813	ko00966,ko00380	M00370
K07420	ko00830,ko00980	NA
K07422	ko00590	NA
K07424	ko00140,ko00830,ko00591,ko05204	NA
K16269	ko00361,ko00362,ko00643,ko00623,ko00624	M00547
K11818	ko00966,ko00380	M00370
K11819	ko00966,ko00380	M00370
K10143	ko04120,ko04712,ko04115	NA
K10142	ko04115,ko04216	NA
K10141	ko04211,ko04115	NA
K10636	ko04141	NA
K10147	ko04115	NA
K10146	ko04068,ko04115	NA
K10145	ko05206,ko04115	NA
K10144	ko04120,ko04115,ko05162	NA
K10149	ko04214,ko05206,ko04391	NA
K10148	ko04722,ko04390,ko04115,ko05162	NA
K05274	ko04911,ko04022,ko04270	NA
K01860	ko00361,ko00364,ko00623	NA
K13737	ko05100	NA
K01866	ko00970	M00360,M00359
K01867	ko00970	M00360,M00359
K18396	ko00403	NA
K18397	ko00403	NA
K01868	ko00970	M00360,M00359
K18395	ko00403	NA
K18392	ko00403	NA
K18393	ko00403	NA
K18390	ko00403	NA
K18391	ko00403	NA
K15519	ko00240,ko00230	NA
K15518	ko00230	NA
K15045	ko05164	NA
K15044	ko05164	NA
K15047	ko05164	NA
K15046	ko05164	NA
K15517	ko00360	NA
K15516	ko03013	NA
K15043	ko05164	NA
K15042	ko05164	NA
K13736	ko05100	NA
K04677	ko04350	NA
K13731	ko05100	NA
K05027	ko04972,ko04924	NA
K07527	ko04360	NA
K13730	ko05100	NA
K19446	ko05168	NA
K15963	NA	M00782
K04765	ko00240,ko00760,ko00230,ko00770	NA
K08568	ko04210,ko04142	NA
K13733	ko05100	NA
K05141	ko04920,ko04060,ko04668,ko05014	NA
K08312	ko00230	NA
K08311	ko03018	NA
K08310	ko00790	NA
K05145	ko04060	NA
K05144	ko04060	NA
K05147	ko05323,ko04380,ko04060,ko04917,ko04064	NA
K05146	ko04060	NA
K05149	ko04060	NA
K05148	ko04380,ko04060	NA
K08318	ko00650	NA
K04442	ko04010	NA
K14649	ko03022	NA
K14398	ko03015	NA
K14399	ko03015	NA
K14641	ko00240,ko00230	NA
K14642	ko00240,ko00230	NA
K14396	ko05164,ko03015	NA
K14397	ko03015	NA
K14394	ko00730,ko00740	NA
K14647	ko02024	NA
K01689	ko00010,ko00680,ko04066,ko03018	M00346,M00001,M00003,M00002,M00394
K01686	ko00040	M00061
K01687	ko00290,ko00770	M00019,M00570
K01684	ko00052	M00552
K01685	ko00040	M00631
K01682	ko00720,ko00630,ko00020,ko00640	M00009,M00012,M00173,M00010
K01681	ko00720,ko00630,ko00020	M00009,M00012,M00173,M00010,M00740
K17386	ko05418,ko05200,ko05218,ko04072,ko04151,ko05231,ko04014,ko04060,ko04810,ko04010,ko04510,ko04540,ko05206,ko05214,ko04015,ko05215,ko05211,ko05166	NA
K18065	NA	M00693
K17387	ko05206	NA
K14024	ko04141	NA
K14025	ko04141	M00403
K14026	ko04141	M00403
K14027	ko04141	M00403
K14020	ko04141	NA
K14021	ko04210,ko05206,ko05203,ko04141,ko04215	NA
K14022	ko04141	NA
K14023	ko04141	NA
K02885	ko03010	M00179,M00177
K02884	ko03010	M00178
K02887	ko03010	M00178
K02886	ko03010	M00179,M00178
K02881	ko03010	M00179,M00178
K02880	ko03010	M00177
K02883	ko03010	M00179,M00177
K02882	ko03010	M00177
K13742	ko05100,ko05131	NA
K13743	ko05100,ko05131	NA
K04447	ko04630,ko05164,ko04658,ko04659,ko05152,ko05140,ko04917,ko04151,ko04062,ko04920,ko05145,ko04933,ko05162,ko04725,ko04550,ko05168	M00684
K02085	ko05224,ko04310,ko05213,ko04810,ko05166,ko05217,ko05206,ko04550,ko05200,ko04390,ko05210	NA
K02084	ko05010,ko05012,ko05222,ko05014,ko05152,ko05016,ko05134,ko05161,ko04115,ko04210,ko04214,ko04215	M00685
K02087	ko04914,ko04110,ko04115,ko04114,ko04540,ko05169,ko05168,ko05203	M00693
K20539	ko02024	NA
K02080	ko00052	NA
K02083	ko00230	NA
K20535	ko04016	NA
K20537	ko04016	NA
K20536	ko04016	NA
K02089	ko05224,ko05222,ko05219,ko05220,ko04933,ko05162,ko05166,ko04660,ko04151,ko04530,ko04110,ko05161,ko04115,ko05218,ko05223,ko05214,ko05200,ko05212,ko05203	M00692
K20530	ko02024	NA
K20533	ko02024	NA
K20532	ko02024	NA
K04446	ko04650,ko04310,ko04658,ko04659,ko05321,ko04024,ko04660,ko04022,ko04921,ko05161,ko04010,ko04933,ko04380,ko04662,ko05166	NA
K03428	ko00860	NA
K03429	ko00561	NA
K03938	ko05010,ko05012,ko05016,ko04932,ko00190,ko04723	M00143
K16260	ko00680	NA
K03936	ko05010,ko05012,ko05016,ko04932,ko00190,ko04723	M00143
K03937	ko05010,ko05012,ko05016,ko04932,ko00190,ko04723	M00143
K03426	ko04146,ko00760	NA
K03935	ko05010,ko05012,ko05016,ko04932,ko00190,ko04723	M00143
K03420	ko03050	M00343
K03421	ko00680	NA
K03422	ko00680	NA
K12394	ko04142	NA
K12395	ko04142	NA
K12396	ko04142	NA
K12397	ko04142	NA
K12390	ko04142	NA
K12391	ko04142	NA
K12392	ko04142	NA
K12393	ko04142	NA
K12398	ko04142	NA
K12399	ko04142	NA
K04138	ko04080,ko04022	NA
K02339	ko03440,ko03430,ko00240,ko03030,ko00230	M00260
K02338	ko03440,ko03430,ko00240,ko03030,ko00230	M00260
K02337	ko03440,ko03430,ko00240,ko03030,ko00230	M00260
K02335	ko03440,ko03030,ko03420,ko00240,ko00230,ko03410	NA
K02333	NA	M00294
K02332	ko04139	M00294
K02330	ko05203,ko05166,ko03410	M00296
K13555	ko00524	NA
K18942	ko00240	NA
K13557	ko00524	NA
K13556	ko00524	NA
K13551	ko00524	NA
K13550	ko00524	NA
K13553	ko00524	NA
K13552	ko00524	NA
K03680	ko03013	NA
K03681	ko03018	M00391
K13559	ko00524	NA
K03685	ko03008,ko05205	NA
K12170	ko04622	NA
K12172	ko03013	M00427
K12173	ko03440	NA
K05648	ko02010	NA
K05649	ko02010	NA
K02614	ko00360	NA
K05108	ko04360	NA
K07307	ko00920	NA
K07306	ko00920	NA
K07309	ko00450	NA
K07308	ko00920	NA
K05644	ko02010	NA
K05645	ko02010	NA
K02610	ko00360	NA
K02611	ko00360	NA
K02612	ko00360	NA
K02613	ko00360	NA
K05105	ko04360	NA
K09680	ko00770	M00120
K09688	ko02010	M00249
K09689	ko02010	M00249
K21219	ko00730	NA
K21218	ko02040	NA
K05966	ko02020	NA
K11158	ko00830	NA
K11157	ko00830	NA
K11156	ko00830,ko04977	NA
K11155	ko00830,ko04975,ko00561	M00089
K11154	ko00830	NA
K11153	ko00830	NA
K11152	ko00830	NA
K11151	ko00830	NA
K11150	ko00830	NA
K18811	NA	M00692
K19708	ko04139	NA
K19709	ko00627,ko00650,ko00640	NA
K00308	ko04146	NA
K00658	ko00310,ko00020	M00009,M00011,M00032
K00659	ko04146,ko00430,ko00120,ko04976	M00106
K00656	ko00650,ko00620,ko00640	NA
K00305	ko00260	NA
K19700	ko00760	M00811
K00655	ko00564,ko00561	M00089
K00652	ko00780	M00577,M00123,M00573
K00301	ko00260	NA
K00650	ko00564	NA
K00651	ko00270,ko00920	M00017
K10823	ko02010,ko02024	M00439
K10824	ko02010	M00440
K05106	ko04360	NA
K17704	ko04015,ko04611	NA
K05101	ko05230,ko04722	NA
K17705	ko04212,ko04015	NA
K06098	ko04530,ko05110	NA
K06099	ko04530	NA
K01351	ko05215,ko05200	NA
K17700	ko04015	NA
K04180	ko04144,ko04062,ko04060,ko05145,ko05203	NA
K01353	ko04650,ko04940,ko05330,ko05332,ko05320,ko04210,ko05202	NA
K17702	ko04015	NA
K17703	ko04015	NA
K14259	ko00040	NA
K19378	ko05162	NA
K01356	NA	M00729
K11974	ko04621	NA
K14253	ko00253	M00823,M00780
K14252	ko00253	M00823,M00780
K14251	ko00253	M00823,M00780
K14250	ko00253	M00778
K14257	ko00253,ko00404	M00823,M00790
K14256	ko00253	M00823,M00780
K14255	ko00253	M00823,M00780
K14254	ko00253	M00823,M00780
K05103	ko04014,ko04015,ko04360,ko04151	NA
K12559	ko04666	NA
K16929	NA	M00582
K11607	ko02010	M00317
K16928	NA	M00582
K06097	ko04530	NA
K05854	ko05120,ko04664,ko04666,ko04662,ko04062,ko04064,ko05203,ko05169,ko04611,ko04730	NA
K06546	ko04142	NA
K16926	NA	M00582
K04157	ko04540,ko04080,ko04726,ko04750,ko04020	NA
K06547	ko04514	NA
K01307	ko00790	NA
K04150	ko04971,ko04080,ko04020	NA
K04153	ko04742,ko04080,ko04726,ko04024	NA
K04152	ko04080	NA
K02658	ko02025,ko02020	M00507
K02659	ko02025,ko02020	NA
K05688	ko04137,ko05012	NA
K05689	ko05219,ko04514,ko05213,ko05100,ko05130,ko04015,ko04371,ko05218,ko05216,ko05200,ko04390,ko04520	NA
K18766	NA	M00627
K05682	ko02010	NA
K05683	ko02010,ko04975,ko04976	NA
K05680	ko02010	NA
K05681	ko02010,ko04976	NA
K02654	NA	M00331
K08204	ko04976	NA
K05684	ko02010,ko04975,ko04976	NA
K05685	ko02010	M00709
K04147	ko04080,ko04728	NA
K00878	ko00730	M00127
K00879	ko00051	NA
K00872	ko00260	M00018
K00873	ko04922,ko04930,ko00620,ko00230,ko05230,ko00010,ko05203	M00001,M00002,M00049,M00050
K00871	ko04922,ko04910,ko04020	NA
K00876	ko00240,ko00983	NA
K00877	ko00730	M00127
K00874	ko00030	M00308,M00061,M00631
K00875	ko00040	NA
K04487	ko04122,ko00730	NA
K04486	ko00340	M00026
K04482	ko03440,ko03460,ko05200,ko05212	NA
K04480	ko00680	M00356
K04489	NA	M00685
K04379	ko05323,ko05142,ko05140,ko04380,ko05418,ko04657,ko04658,ko04659,ko04024,ko05166,ko05231,ko05161,ko04713,ko05210,ko05031,ko05132,ko04917,ko05133,ko04915,ko04010,ko04620,ko05224,ko04668,ko04660,ko04662,ko04921,ko04728,ko04210,ko04725,ko05200,ko05168	NA
K04378	ko05166,ko04022,ko04010,ko05203	NA
K15253	ko00361	NA
K04371	ko04062,ko04066,ko04380,ko04068,ko04650,ko04657,ko04658,ko04659,ko04140,ko04261,ko04540,ko04713,ko04071,ko04072,ko04668,ko04664,ko04666,ko04660,ko04662,ko04371,ko04370,ko04270,ko04960,ko04360,ko05219,ko05218,ko05216,ko05215,ko05214,ko05213,ko05212,ko05211,ko05210,ko04919,ko05034,ko04912,ko04910,ko04917,ko04916,ko04915,ko04914,ko04114,ko05131,ko04350,ko05132,ko04510,ko04210,ko05205,ko05200,ko05203,ko05020,ko05142,ko05140,ko05145,ko05133,ko04024,ko04022,ko05231,ko05230,ko04611,ko05010,ko05152,ko05224,ko05223,ko05220,ko05221,ko04621,ko04620,ko04930,ko04933,ko04320,ko04520,ko04730,ko04810,ko04014,ko04015,ko04012,ko04013,ko04010,ko04011,ko04214,ko04151,ko04150,ko05164,ko04921,ko05161,ko05160,ko04724,ko04725,ko04726,ko04550,ko04720,ko04722,ko04723	M00687
K04370	ko04010,ko04150	NA
K04373	ko04914,ko04931,ko04010,ko04114,ko04150,ko04720,ko04722	NA
K04372	ko04910,ko04066,ko04010	NA
K04375	ko05140,ko05020,ko04912,ko04910,ko04014,ko04921,ko04012,ko04010,ko04510,ko05205,ko05213,ko05161,ko05166	NA
K04374	ko04141,ko05034,ko04022,ko04261,ko04932,ko05161,ko05215,ko04918,ko05031,ko05030,ko04912,ko04911,ko04915,ko04010,ko04725,ko04137,ko04668,ko04214,ko04151,ko04922,ko05166,ko04728,ko04925,ko04210,ko04211,ko04212,ko04720,ko04722,ko05203	NA
K04377	ko04630,ko05219,ko05216,ko05213,ko05210,ko04919,ko04110,ko04012,ko04010,ko05230,ko04391,ko04390,ko05224,ko05222,ko04310,ko05220,ko05221,ko05169,ko04151,ko04350,ko05166,ko05161,ko05205,ko05206,ko04550,ko05200,ko05202	NA
K04376	ko05166,ko05202,ko04010	NA
K19958	ko00626	NA
K19956	ko00051	NA
K18358	ko00360	NA
K18359	ko00360	NA
K05463	ko04360	NA
K04678	ko04144,ko04350,ko04120,ko04340,ko04341	NA
K04679	ko04144,ko04350	NA
K18028	ko00760	M00622
K18029	ko00760	M00622
K18020	ko00030	M00309
K18021	ko00030	M00309
K18022	ko00030	M00309
K18026	ko04630	NA
K05467	ko04014,ko04015,ko04066,ko04151	NA
K18352	ko02020	M00658,M00651
K12779	ko04113	NA
K18353	ko02020	M00651
K04506	ko04120,ko04013,ko04115,ko04310	NA
K18350	ko02020	M00657,M00652
K18351	ko02020	M00658,M00651
K08200	ko05231	NA
K18356	ko00360	NA
K01823	ko00900	M00364,M00365,M00366,M00367,M00096,M00095
K18354	ko02020	M00651
K04507	ko04310	NA
K12773	ko04113	NA
K01821	ko00362,ko00621,ko00622	M00569
K09516	ko00830	NA
K09517	ko04141	NA
K17917	ko04144	NA
K19441	ko05168	NA
K09518	ko04141	NA
K05354	ko00960	NA
K05355	ko00900	NA
K08104	ko00534	NA
K08105	ko00532	NA
K08102	ko00534	NA
K08103	ko00534	NA
K08100	ko00860	NA
K08101	ko00860	NA
K02438	ko00500	NA
K02439	ko00920	NA
K05428	ko04640,ko04630,ko04657,ko04658,ko04664,ko05321,ko05320,ko05330,ko04660,ko04672,ko05310,ko04060	NA
K05429	ko04940,ko05142,ko04630,ko04658,ko04659,ko05321,ko05320,ko05330,ko04660,ko04151,ko04672,ko04060,ko05162,ko05332,ko05166	NA
K03213	ko04310	NA
K06892	ko00940	NA
K03211	ko04320,ko04013,ko05202	NA
K03210	ko03070,ko03060,ko02024	M00335
K03217	ko03070,ko03060,ko02024	M00335
K03740	ko05150,ko02020	M00725
K03743	ko00760	NA
K03742	ko00760	NA
K03219	ko03070	M00332,M00542
K04505	ko05010,ko04330,ko04310,ko04722	M00682
K06896	ko00500	NA
K10959	ko03440	NA
K17626	ko00401	NA
K17625	ko00523	M00795
K09479	ko00071	M00087
K09478	ko00071,ko00280	NA
K09475	ko02020	NA
K09474	ko00627,ko02020,ko00740	NA
K09477	ko02020	NA
K09476	ko02020	M00746
K09471	ko00330	M00136
K09470	ko00330	M00136
K09473	ko00330	M00136
K09472	ko00330	M00136
K04502	ko04380,ko05166,ko04310,ko04657	NA
K07235	ko04122	NA
K07237	ko04122	NA
K19571	ko00904	NA
K19570	NA	M00784
K13967	ko00520	NA
K13960	ko03460	NA
K13961	ko04971	NA
K13962	ko04971	NA
K09290	ko05414,ko05410,ko04261,ko04260,ko05216,ko05200	NA
K09848	ko05200,ko05222,ko04214,ko04657	NA
K13968	ko05146	NA
K13969	ko05146	NA
K10951	ko04970,ko04972,ko05110	NA
K10952	ko05110	NA
K15314	NA	M00825,M00824
K20769	ko00073	NA
K04500	ko04550,ko04933,ko04144,ko04659,ko05321,ko05212,ko04350,ko04110,ko04371,ko05142,ko05166,ko04068,ko05200,ko04390,ko04520,ko05210	M00681,M00680
K04979	ko04911	NA
K04977	ko04621,ko04921	NA
K04975	ko04970,ko04978	NA
K04974	ko04961	NA
K04973	ko04750,ko05418	NA
K04972	ko04750	NA
K04971	ko04621,ko04750	NA
K11703	ko00310,ko00514	NA
K11706	ko02010	M00318
K11707	ko02010	M00319
K11704	ko02010	M00318
K11705	ko02010	M00318
K11708	ko02010	M00319
K11709	ko02010	M00319
K20490	ko02010,ko02024,ko02020	M00817
K06746	ko04514	NA
K20491	ko02010,ko02024,ko02020	M00817
K03028	ko05169,ko03050	M00341
K12615	ko03018	M00395
K12614	ko03018	M00395
K12617	ko03018	M00395
K12616	ko03018	NA
K12611	ko03018	M00395
K12610	ko03018	M00395
K12613	ko03018	M00395
K12612	ko03018	M00395
K12619	ko03008,ko03018	NA
K12618	ko03008,ko03018	NA
K07440	ko00120	NA
K07441	ko00513,ko00510	M00055
K03029	ko05169,ko03050	M00341
K11830	ko04371,ko05016	NA
K11831	ko04371,ko05016	NA
K11832	ko03460	NA
K11838	ko04068,ko05169,ko05168,ko05203	NA
K11839	ko04144,ko04137	NA
K10619	ko00622	M00539
K10618	ko00622	M00419
K10617	ko00622	M00419
K10616	ko00622	M00419
K10615	ko04120	NA
K10614	ko04120	NA
K10613	ko04120	NA
K10612	ko04120	M00388
K10611	ko04120	M00388
K10610	ko04120,ko05161,ko03420,ko05203	M00386,M00385
K15067	ko00380	NA
K15066	ko00627	NA
K15065	ko00627	NA
K15064	ko00627	NA
K01848	ko00720,ko00630,ko00280,ko00640	M00376,M00375,M00741
K01849	ko00720,ko00630,ko00280,ko00640	M00376,M00375,M00741
K15061	ko00627	NA
K15060	ko00627	NA
K01844	ko00310	NA
K01845	ko00860	M00121
K01846	ko00660,ko00630	M00740
K01847	ko00720,ko00630,ko00280,ko00640	M00376,M00741,M00373
K01840	ko00520,ko00051	M00114
K01841	ko00440	NA
K01843	ko00310	NA
K15886	NA	M00778,M00783
K05766	ko04360,ko04810	NA
K20975	ko02025,ko02020	M00820
K20974	ko02025,ko02020	M00820
K20977	ko02025,ko02020	M00820
K20976	ko02025,ko02020	M00820
K20971	ko02025	NA
K20973	ko02025,ko02020	M00820
K20972	ko02025	NA
K04701	ko04917,ko04630	M00388,M00684
K20979	ko00902	NA
K20978	ko02025,ko02020	NA
K15397	ko00062	M00415
K15399	ko00073	NA
K15398	ko00073	NA
K08483	ko02060	NA
K05266	ko04080	NA
K08487	ko04130	NA
K08486	ko04130,ko04721	NA
K08485	ko02060	NA
K08484	ko02060	NA
K21006	ko02025	NA
K21007	ko02025	NA
K08489	ko04130	NA
K08488	ko04145,ko04130	NA
K21002	ko02025	NA
K21003	ko02025	NA
K21000	ko02025	NA
K21001	ko02025	NA
K00467	ko00620	NA
K00466	ko00380	NA
K00461	ko04913,ko04664,ko04726,ko00590,ko05145	NA
K00460	ko00591,ko00590,ko04726,ko04216	NA
K00463	ko05143,ko00380	M00038
K00462	ko00361,ko00621	M00543
K00469	ko00562,ko00053	NA
K04741	ko05010,ko05020,ko05014,ko04141,ko04621,ko05161,ko04210	NA
K04742	ko00532	NA
K04743	ko00532	NA
K04745	ko00533	NA
K04746	ko00533	NA
K01519	ko00230,ko00983	NA
K01517	ko00564,ko00230	NA
K01514	ko00230	NA
K01515	ko00230	NA
K01512	ko00627,ko00620	NA
K01513	ko00500,ko00760,ko00770,ko00740,ko00240,ko00230	NA
K01510	ko00240,ko05169,ko00230	NA
K01511	ko00240,ko00230	NA
K14622	ko04977	NA
K14620	ko04977	NA
K14621	ko00564,ko00565,ko04977,ko00592,ko00591,ko00590	NA
K14626	NA	M00779
K14627	NA	M00779
K14624	ko05164,ko04668,ko04657,ko05323,ko05142,ko05144,ko04062,ko04060,ko04933,ko04621,ko05168,ko05418	NA
K14625	ko05323,ko04062,ko04060,ko04668,ko04657	NA
K05163	ko04060	NA
K05162	ko04060	NA
K14628	NA	M00779
K05160	ko04060	NA
K05166	ko04060,ko04657	NA
K05165	ko04060,ko04657	NA
K05164	ko04060,ko04657	NA
K05262	ko04911,ko04924	NA
K20517	ko00904	NA
K20516	ko00904	NA
K20515	ko00904	NA
K20514	ko00904	NA
K20513	ko00904	NA
K20512	ko00904	NA
K01313	ko04080,ko04610,ko04810	NA
K20519	ko00904	NA
K20518	ko00904	NA
K05646	ko02010	NA
K16916	ko02010	M00583
K16917	ko02010	M00583
K16915	ko02010	M00246
K16918	ko02010	M00584
K05647	ko02010	NA
K13393	ko00950	NA
K13392	ko00950	NA
K13391	ko00950	NA
K13390	ko00950	NA
K13397	ko00950	NA
K13396	ko00950	NA
K13395	ko00950	NA
K13394	ko00950	NA
K03910	ko04610	NA
